,timestamp,tweet,sentiment
659,2022-03-10 12:47:50+00:00,covid is now considered like a normal flu so there are already lots of booster vaccines,Positive
660,2022-01-08 14:53:09+00:00,it s just that covid around you have got some kind of fever chest tight it s a little difficult to breathe but alhamdulillah the effort has been made to complete the vaccine booster url,Negative
661,2021-11-23 15:29:51+00:00,covid is no longer vaccinated it s not working why is it engineering such as the research of prof nidom foundation the covid vaccine the potential for dangerous variants to be born the covid vaccine conspiracy to kill url,Negative
662,2022-03-03 07:21:35+00:00,covid vaccine-booster lung is broken covid released vaccine-booster lung no problem or damage,Negative
663,2021-12-20 08:34:41+00:00,covid yagize ingaruka zikomeye kubukungu bwigihu aho bwari butangiye kuzanzamuka mwongeye gushyira abantu mubibazo by the way omnicron ugendeye kur data zabaganga bo mumahanga ntabwo iteye ubwoba cyane surtout help bari double jabbed jabbedgalians are double jabbed kigalians are double,Negative
664,2022-05-14 12:14:41+00:00,cruise bal yes choose not to cruise it s already a booster vaccine bismillah url,Negative
665,2021-11-25 06:29:54+00:00,boost booster free win iphone bisaqq betoi mai walk in give booster dose vaccine three sultanah bahiyah mosques alor tar monday chance to win iphone pro max gb please rt people aloq setaq see url,Positive
666,2022-03-07 11:37:26+00:00,just a high booster that fits better with the vaccine,Positive
667,2022-03-07 12:52:18+00:00,cupu gamau booster vaccine,Negative
668,2022-03-10 11:04:43+00:00,vent after eating chicken soup booster vaccine praying for shua to get well soon eat well be notified,Negative
669,2021-12-20 09:27:04+00:00,d indo the vaccine is done ok d saudi has started three vaccines,Positive
670,2022-03-07 05:35:40+00:00,suddenly the booster was intended only because of the different tmp and vaccine eh i just need a vaccine certificate then there s no queue just lsg d,Negative
671,2022-03-07 08:27:24+00:00,list of applications jaki mister aladin url walk-in direct at pkl wib available vaccine care free booster vaccine with mnclawancorona,Positive
672,2022-03-03 04:02:00+00:00,list of applications jaki mister aladin url walk in direct pkl wib available bright vaccine vaccine dose ticket vaccine booster protection care application,Positive
673,2022-03-10 16:18:26+00:00,the list of booster vaccines doesn t work when i check the quota,Negative
674,2022-03-03 13:40:44+00:00,the list of booster vaccines unpad is not my students see the dose,Negative
675,2022-03-10 17:10:07+00:00,the booster lame has been released the myprosperity ii vaccine certificate after that date told the booster org kkm failed myprosperity url,Negative
676,2022-03-03 18:00:26+00:00,this booster has got covid there is no vaccine i don t know what kind of truck,Positive
677,2022-03-02 10:05:21+00:00,already this booster is often dizzy sore throat fever time sinovac afraid to stop by,Negative
678,2022-01-08 20:57:43+00:00,i have a fever after taking the fever booster vaccine this time i sleep wearing double stockings open the fan,Negative
679,2022-03-03 07:41:23+00:00,i finished isolation and wanted to start class didn t sinovac get a booster as follows,Negative
680,2022-01-09 00:58:53+00:00,i ve taken the vaccine i m afraid to give the booster,Negative
681,2022-03-10 15:09:13+00:00,i ve already rejected the booster at mysj i want to walkin i want the result of my leave it s sunday i want to waste my leave just take the vaccine,Negative
682,2022-01-08 23:36:25+00:00,he s forced to take the booster vaccine and then forced it out today,Negative
683,2022-01-08 12:09:14+00:00,already sir anti-vaccine post-forward video messages dose of booster vaccine trying to influence people to take vaccines and still persistent in sending annoying video messages,Negative
684,2021-12-17 14:22:07+00:00,you already know that you have a position with a capital sk you don t dare to guarantee the effect of the vaccine on children running away,Negative
685,2022-01-08 12:24:29+00:00,it s no longer necessary to want pkp pkp datu what s wrong with haram function we all love booster vaccines,Negative
686,2022-03-07 13:17:14+00:00,already the booster has an effect that is right for the pc r the positive result is the effect of the vaccine that doesn t go away huuu,Positive
687,2022-05-17 06:24:10+00:00,have you had the booster vaccine yet,Negative
688,2022-03-07 12:52:56+00:00,have you had a booster vaccine,Negative
689,2022-03-07 15:36:25+00:00,already have the booster vaccine doc ken has recovered the village has simbok,Negative
690,2022-03-10 12:30:37+00:00,already vaccinated booster mysejahtera not vacinated report helpesk no response dm twitter reply,Negative
691,2022-05-14 14:13:09+00:00,daniel has had the booster vaccine no pcr antigen no clock the process is done the procedure floor knocks on the door giving the hospital file and then it doesn t call the procedure clearly,Positive
692,2022-03-10 11:45:09+00:00,danramil cikupa leads the booster vaccine attack makoramil url url,Negative
693,2021-11-25 06:36:17+00:00,south bats danramil captain inf agus miharja attends an invitation to a simultaneous vaccine celebration meeting for the city of bats thursday url,Negative
694,2022-03-03 08:08:10+00:00,get low vaccination coverage for the elderly one big challenge for the elderly group s covid vaccination program the priority of the three-dose booster injection primary vaccine,Positive
695,2022-05-20 03:52:21+00:00,get a booster vaccine visit the vaccine booth at the lubuklinggau police station fashayaankes url,Negative
696,2022-03-03 05:01:02+00:00,thank god the body is healthy the body is normal the effect of the sino vaccine is weak compared to az pfizer knows that both my main vaccines are sino had my pfizer as booster on dec,Positive
697,2022-03-03 11:43:51+00:00,i got a booster but i found the quota for my house complex which is bogor the original dom was tangsel but i didn t have one vaccine the tangsel wkwkwk,Negative
698,2021-12-14 10:40:00+00:00,got a good story your religious face has been vaccinated three times i ve calmed down your people are done with the vaccination i ve been silent on the face of religion,Positive
699,2022-03-03 00:37:49+00:00,where do you get information on which booster vaccine health center,Negative
700,2022-03-07 23:04:32+00:00,get a booster vaccine schedule,Negative
701,2022-03-03 15:09:14+00:00,i got an invite to rt rw booster dose vaccine or not i m confused,Positive
702,2022-05-19 10:04:19+00:00,did you get a booster vaccine invitation did you come,Negative
703,2022-03-07 07:39:23+00:00,get the astra booster vaccine it s safe to bring sleep,Positive
704,2022-05-21 10:31:31+00:00,getting a booster vaccine the effect makes the body feel hot it just makes the mood to slap people okay,Positive
705,2021-12-17 12:44:25+00:00,from no kipi statistics stop human trial vaccines,Negative
706,2021-12-09 08:47:33+00:00,the blood automatically boils if it s now being said that it s covid it s reason it s purposely told to let people worry even though what s the point of the covid vaccine they know what the virus mutation is or the vaccine,Negative
707,2021-12-13 13:31:52+00:00,the basis of the analysis of the british health and safety agency the injection of a three-dose vaccine protects against symptomatic infection due to the omicron variant,Negative
708,2021-11-24 15:21:02+00:00,the basis of the analysis results of clinical trials of the azd antibody drug astrazeneca effectively reduce the risk of severe death due to covid url,Positive
709,2022-01-08 23:09:13+00:00,based on clinical trial results orders give booster vaccines subject carefully side effects url,Negative
710,2021-12-18 03:24:57+00:00,basic report cdc headline morbidity and mortality weekly report three main symptoms cough easily tired runny nose stuffy let s get children vaccinated url,Negative
711,2021-12-15 02:41:07+00:00,basic literature research results for sinovac vaccine safe age tolerance url,Positive
712,2021-11-25 06:48:46+00:00,real basic entertainment jisoo jennie rose real negative covid url,Positive
713,2021-12-20 09:20:08+00:00,new study basis omicron sinovac vaccine booster effective percent indonesia distribution url,Positive
714,2021-11-24 02:07:05+00:00,kipi report data strong evidence of kipi victims media orders to cover vaccines safe and fair strong data,Positive
715,2021-12-09 09:08:23+00:00,covid patient vaccine data url,Negative
716,2021-12-09 08:28:52+00:00,datametrex copy tm covid qpcr multi kit detects the omicronvariant url biontech pfizer testing tsxv otcmarkets fse smallcaps investing,Negative
717,2021-11-24 12:29:54+00:00,the astrazeneca vaccine has arrived you know indonesia s order to prepare a safe vaccine for the indonesian people,Positive
718,2022-03-03 06:18:27+00:00,day after booster pfizer no appetite hand gel bat was given paracetamol after the vaccine as a result ayang told me to drink paracetamol,Negative
719,2022-03-03 12:48:24+00:00,day periodttt after the booster vaccine is over aka down the deck the url will fall soon,Negative
720,2022-03-03 16:34:57+00:00,days ago tah lived my mom that person had kidney failure diabetes but guess what the doc said that he took the booster after taking the booster last week i was vomiting blood but still even people mention the vaccine,Negative
721,2022-03-10 10:43:32+00:00,dear admin please info on the booster vaccine dirscm list choose a date already clicked it s clear that the vaccine schedule is on the red block date,Positive
722,2022-01-09 05:31:35+00:00,i m excited to take the vaccine booster tomorrow but i think the body is ok so take it hope everything goes well,Positive
723,2021-12-19 15:07:15+00:00,defensive not just the covid vaccine friends just report kipi wrong child vaccine directly about pediatrics the doctor s discussion the quality doesn t pass private or public,Negative
724,2022-03-07 10:24:43+00:00,the definition of the complete vaccine is x booster,Positive
725,2022-03-03 05:43:31+00:00,really excited about the booster vaccine,Positive
726,2021-11-24 02:50:37+00:00,bro if you report kipi it s good to contact the vaccine,Positive
727,2021-12-16 14:24:22+00:00,deh the news is busy so which three vaccines have to be administered then,Positive
728,2022-03-10 16:54:02+00:00,the polca deck has recovered the vaccine has been boosted,Negative
729,2022-05-20 01:08:19+00:00,near i don t use a booster so i don t have antigen vaccines,Positive
730,2022-03-03 03:20:23+00:00,fever doesn t have any effect tomorrow booster vaccine,Negative
731,2021-12-17 15:31:40+00:00,fever due to side effects after the morning vaccine,Negative
732,2022-05-21 10:01:47+00:00,fever after booster vaccine,Negative
733,2021-12-09 05:36:29+00:00,harjasari village sub-district head suradadi district tegal vaccine dose of pfizer astrazeneca type url,Negative
734,2022-01-09 16:00:50+00:00,javanese village basketball council surgery give vaccine walk-in vaccine dos dos dos ferocious booster dos booster walk-in opens receive more vaccines,Positive
735,2022-01-09 09:56:35+00:00,with brother az st n nd dose that is vaccinated brother gets this booster next week then mama just told me to walk in with brother ready to attack the url,Positive
736,2022-03-07 11:07:59+00:00,by changing the road booster vaccine endemic,Negative
737,2022-03-10 12:19:46+00:00,dh booster vaccine,Negative
738,2022-03-10 08:55:13+00:00,it s said that the vet is a subscriber if the year is a booster if the vaccine is already a year old it s just his birthday,Positive
739,2022-03-07 12:47:08+00:00,as a booster vaccine gift,Negative
740,2022-03-03 07:54:15+00:00,anywhere just say it when you register for booster vaccines,Negative
741,2022-03-03 14:39:02+00:00,health service of malang district health office holds three booster doses of vaccination ready location for vaccines malang url,Positive
742,2022-05-21 17:55:22+00:00,very cold the effect of the booster vaccine huh,Negative
743,2022-01-08 14:29:02+00:00,the stem health office will definitely give a booster vaccine url,Negative
744,2022-03-07 06:16:34+00:00,central java health office encourages vaccine booster url,Negative
745,2021-12-09 08:07:12+00:00,south lampung district health office lamsel is ready to act as a booster vaccine for the third dose of covid vaccine the people of south lampung vaccination the third vaccine booster vaccine lambopostco url,Positive
746,2022-03-03 07:53:29+00:00,health office kendari vaccine booster vaccine dose url,Negative
747,2022-03-10 08:57:24+00:00,health office has low interest in booster dki residents choose vaccine url,Negative
748,2022-03-03 08:30:04+00:00,dips if the week is positive it s negative tomorrow is the booster vaccine isn t it,Negative
749,2022-05-17 06:25:58+00:00,dips the vaccination card how do i get the booster vaccine url,Negative
750,2022-03-03 13:33:44+00:00,dips booster vaccine rsnd asking for the hour session it s over it still doesn t work,Negative
751,2022-03-10 12:25:47+00:00,the sinovac booster vaccine dips is effective good pfizer az huh,Positive
752,2022-05-17 00:00:01+00:00,discipline applies healthy protocol to stop spreading covid already vaccinated booster supportdobdanotsuspapua papuaindonesia url,Positive
753,2022-01-08 20:35:08+00:00,ministry of health booster vaccine distribution pattern url,Negative
754,2022-01-08 11:31:51+00:00,distribution of vaccinebooster full reading pattern url,Positive
755,2021-11-25 06:33:38+00:00,in christianity it s also not normal it s not normalization it s a shame because of the new culture,Negative
756,2022-05-21 09:29:15+00:00,dm will be replied tomorrow afternoon let s take a break because the booster vaccine has run out which makes the body feel good see u,Positive
757,2022-05-19 04:10:25+00:00,where is the booster vaccine,Negative
758,2022-05-14 02:31:56+00:00,do definitely forget to bring a booster vaccine identity card ticket mandatory pcr antigen watch out for late check-in get on the plane don t over baggage then pay for more,Positive
759,2021-12-17 01:12:12+00:00,pray that covid doesn t become a pandemic and then omnicron appears,Negative
760,2022-03-07 08:16:40+00:00,doc booster blood donor vaccine ga,Negative
761,2021-11-23 05:04:38+00:00,doc try to open the kipi spy fair forum discussion so it s not a case of intimidating the antivax one who doesn t take the vaccine url,Positive
762,2022-03-10 14:57:19+00:00,doc info on the tigaraksa booster vaccine or not,Negative
763,2022-03-07 08:06:51+00:00,doc i m sorry i m planning to go on umrah on march meningitis vaccine booster vaccine friday,Negative
764,2021-11-23 16:08:25+00:00,doc,Negative
765,2022-03-07 13:53:24+00:00,doc booster vaccine is mandatory or not,Negative
766,2021-12-22 10:26:17+00:00,doc vaccine x kali indonesia sinovac kali oz pfizer rushed to send my child my vaccine was booster because sinovac wasn t on the list then the doctor said what to do with a full dose booster,Positive
767,2021-11-24 14:42:02+00:00,doc tomorrow s natural vaccine dose of fever doc drink milk ginger water kipi,Positive
768,2022-01-08 16:36:03+00:00,doctor kali booster vaccine worships boss,Negative
769,2021-12-19 07:28:33+00:00,doctor calls kipi symptoms after child vaccine url,Negative
770,2021-12-18 01:50:28+00:00,farm doctor human doctor smallpox vaccine third world country,Negative
771,2021-12-09 09:01:10+00:00,dollar bankrupt rupiah turning weak transaction url bloomberg covid dollars dollar dollar federal economy reserve greenback investor bond currency trade market vaccine coronavirus variant url,Negative
772,2022-03-03 02:50:20+00:00,wallet for the poor at pasar minggu sub-district health center presents a booster vaccine for hundreds of people url,Negative
773,2021-11-25 06:56:14+00:00,don t be stupid thing connect vaccine virus for money system for pandemic hide build url,Negative
774,2022-01-08 15:20:26+00:00,don t worry booster vaccine effective url,Positive
775,2021-11-25 06:59:33+00:00,done take a booster i m worried about the symptoms even if the hand numbness is normal the vaccine enters the body url,Positive
776,2022-05-17 04:39:28+00:00,done booster vaccine so you don t use paper like drama drama satapiam station,Negative
777,2021-12-09 07:01:47+00:00,done vaccine pfizer dose not sick dose smg safe no fever url,Positive
778,2021-11-25 06:16:18+00:00,done the second one jongjon active with his family enjoying the arts and culture taking care of the ride the gift of the creator mdhan no longer rising covid vaccination wave staysafestay health vaccination astrazeneca prokesketat selamathariguru url,Positive
779,2022-05-19 05:55:58+00:00,donk i got the booster vaccine got the provincial train did the antigen test thank you,Negative
780,2022-03-10 23:03:36+00:00,blood donors who are vaccinated know the booster vaccine blood donor times prohibits post-vaccine donors it is recommended to wait for the vaccine to be fit please,Positive
781,2022-03-03 23:00:38+00:00,encourage booster vaccine industry to make indonesia advanced url,Positive
782,2022-03-10 10:32:51+00:00,dos galak booster vaccine covid ppv mega world trade center kuala lumpur opens january mac infographic url,Negative
783,2021-11-25 01:44:10+00:00,dos fierce individual deserves to know myprosper application receives a list waiting for an appointment date private public health facility vote malaysianow mnow covid url,Negative
784,2021-12-20 07:03:39+00:00,dos fierce pfizer receives sinovac vaccine url url,Negative
785,2021-12-17 08:03:22+00:00,dose three is mandatory to go for anti-vaccine health expert advice take the vaccine want to take the vaccine at a compound level like url,Negative
786,2022-03-09 13:51:16+00:00,dose and moderna already primary vaccine sinovac get moderna full dose booster for health workers,Positive
787,2022-03-07 23:32:14+00:00,complete dose x vaccine plus booster kah,Positive
788,2022-03-02 08:57:09+00:00,dose using sinovac covid vaccine type using booster set bpom booster vaccine type url,Negative
789,2022-05-14 10:58:05+00:00,primary dose reaches million doses booster dose reaches million doses of covid vaccine protect people let s get vaccines url,Positive
790,2021-11-25 02:02:41+00:00,the average dose is pfizer astrazeneca i need sinovac,Negative
791,2021-12-09 07:22:02+00:00,triple dose pfizer-biontech claims tantakal variant omicron url,Negative
792,2021-12-13 02:45:34+00:00,third dose of vaccine to protect percent of symptoms of covid jakarta newspaper mondial covid variantomicron coronavirus pandemicovid english url,Negative
793,2021-12-14 01:17:07+00:00,dose of three vaccines percent protection url,Negative
794,2021-12-09 06:52:05+00:00,dose url,Negative
795,2021-12-09 05:28:34+00:00,pfizer covid vaccine dose effective against omicron url variant,Positive
796,2022-03-07 14:46:04+00:00,incomplete vaccine dose already vaccinated dose already booster vaccine,Negative
797,2021-11-28 12:48:46+00:00,download vaccine certificates don t worry easy friends indonesian good and young people like vaccine data certificates of care protect chatbots let s wear masks let s get vaccines for covid kominfonewsroom url,Positive
798,2021-12-17 23:12:07+00:00,i think using logic if health workers are informed masaya masaya still dares to vaccinate then if they are vaccinated they will demand the health worker be responsible if he is the health worker taking responsibility,Positive
799,2022-01-08 23:42:02+00:00,dpr hope free order booster vaccine url,Positive
800,2022-01-08 14:04:33+00:00,dpr hope free command booster vaccine url url,Positive
801,2021-11-25 03:15:51+00:00,dpr vaccine safe bag emergency permit bpom zifivax jokowi wakes up archipelago url,Positive
802,2021-11-25 06:44:08+00:00,get that booster dose astrazeneca,Negative
803,2021-12-18 17:29:06+00:00,dr the doctor who sold the vaccine didn t show the dead data the side effects of the vaccine the doctor regrets it you bastard gin,Negative
804,2022-03-07 12:34:37+00:00,dr who reads the vuma vaccine is not complete because it s not worth the booster that hasn t been vaccinated yet,Negative
805,2021-12-16 10:47:09+00:00,omicron drama pretends to have a third wave of labels raised for a moment booster vaccine campaign omicron,Negative
806,2022-03-10 12:18:26+00:00,compared to the first sec dose booster vaccine the effect can only be sleepy,Negative
807,2022-01-08 16:57:30+00:00,alleged pcr trade booster vaccine trade money-laundering practice,Negative
808,2021-12-18 13:31:36+00:00,duh the effect of the vaccine has a headache i m going to sleep i ll just watch snowdrop tomorrow,Negative
809,2022-03-10 12:52:21+00:00,duh it s really funny if tomorrow i ve got the booster i ll refuse the vaccine,Negative
810,2022-03-03 03:51:42+00:00,duh after the booster vaccine really makes you can t do anything huh,Negative
811,2021-11-25 06:59:45+00:00,wisely support the command over the covid pandemic brother flying in the field halim vaccination x is mandatory the pcr test is complete i m sorry by the way the pcr test is expensive cc yth url,Negative
812,2022-01-08 14:52:05+00:00,support from elements of society the order for halal vaccines hopefully the order to hear the aspirations of the people who have halal vaccines can be a booster for the community not to worry about being afraid of the zifivax vaccine url,Negative
813,2022-03-03 11:24:29+00:00,support the rsnd command program to hold a covid pandemic booster vaccine center visit the community instruction order for a three-dose vaccine booster vaccine url,Negative
814,2021-12-18 09:05:05+00:00,the world of covid has subsided and all this omnicron has been a little better today gi london architecture the best people hmm,Positive
815,2021-12-16 14:08:39+00:00,the world moves to reject mandatory vaccines because selling goods are not healthy enough to make kipi that die,Negative
816,2021-12-17 10:56:31+00:00,i don t know about the effects of professional vaccines on european athletes how about if you re careful you can share,Negative
817,2022-05-14 06:24:09+00:00,early exposure i m willing to look for a booster vaccine until i go thx my lecturer who told me last night i used to wake up late wkwkwk url,Negative
818,2022-03-03 15:48:42+00:00,it s insanely cold but the heat is insanely over the effect of the booster vaccine,Negative
819,2021-11-25 03:15:11+00:00,circulate the data who is the name of the vaccine and the side effects of coilnews url,Negative
820,2021-11-24 05:41:02+00:00,circulate the video of bathing baking soda clay borax the effect of vaccines coilnews url,Negative
821,2022-05-20 01:44:52+00:00,educating the public let s join the booster vaccine webinar indonesia healthy great prevent hepatitis,Positive
822,2022-03-10 16:04:27+00:00,the effect after the booster vaccine makes you hungry it s really hungry,Positive
823,2021-12-16 07:36:02+00:00,the effect after the vaccine is not severe,Negative
824,2021-12-19 04:13:12+00:00,bright patch vaccine after effect,Positive
825,2022-03-02 16:36:46+00:00,the booster effect looks like tbtb my head hurts so much when i get the vaccine why is this effect huhu,Positive
826,2022-03-07 15:50:35+00:00,booster effect ky pain gel vaccine effect can t sleep on left side,Negative
827,2022-03-10 18:09:34+00:00,the vaccine booster effect is like being beaten by the villagers really gel,Positive
828,2022-05-15 11:06:43+00:00,the effect of the h flavor booster vaccine,Negative
829,2021-12-19 18:04:11+00:00,after the effect of the vaccine yayasi immediately fell asleep feeling nauseated the body was feverish but it s better now i feel backwards,Negative
830,2022-03-07 07:39:29+00:00,the feverish effect of the booster vaccine vaccine is just hungry,Negative
831,2021-12-16 17:33:52+00:00,the negative effects of the dead road vaccine the vaccine that the state demands,Negative
832,2021-11-24 08:01:55+00:00,the negative effect of the new sali body vaccine that sells naudzubillahi min dzaalik,Negative
833,2021-11-25 07:08:34+00:00,the side effects of people who have been vaccinated because of some holidays,Negative
834,2021-12-19 06:27:39+00:00,vaccine taste side effects,Negative
835,2021-12-16 23:30:30+00:00,side effects of vaccines talk people,Negative
836,2021-11-24 09:48:47+00:00,does the side effect of the vaccine make you glow,Negative
837,2022-03-07 12:22:54+00:00,the side effects of the astrazeneca booster vaccine are steady,Positive
838,2022-03-03 07:48:11+00:00,pfizer booster vaccine side effects zifivax url,Negative
839,2022-05-15 09:34:37+00:00,the side effect of the booster vaccine is really nausea right,Positive
840,2021-11-24 07:25:29+00:00,covid vaccine side effects on infopkucom url,Negative
841,2021-12-19 03:57:56+00:00,vaccine side effects don t play around oiii sorry pellet vaccine ka winmetawin,Negative
842,2021-11-24 06:10:26+00:00,the side effects of the vaccine are really gin,Positive
843,2021-12-17 05:19:23+00:00,side effects of the pfizer vaccine when pregnant people crave to eat,Positive
844,2021-12-18 09:30:40+00:00,pfizer vaccine side effects mild value vaccine relatively safe immunocompromised condition chronic illness severe autoimmune comorbid immunological disorder url,Positive
845,2021-12-18 05:29:13+00:00,mild pfizer vaccine side effects safe for pregnant milk url,Positive
846,2021-12-19 02:55:27+00:00,side effects of childhood covid vaccination url child protection vaccine,Negative
847,2021-12-19 02:33:31+00:00,side effects of childhood covid vaccination url child protection vaccine url,Negative
848,2021-12-19 02:47:36+00:00,side effects of covid vaccination for children age protection vaccine url,Negative
849,2021-12-19 02:54:10+00:00,side effects of covid vaccination for young children vaccinate children create herd immunity prevent transmission of corona virus variants url vaccine protect children,Positive
850,2021-12-19 05:39:25+00:00,side effects of covid vaccination for children vaccination for children creating herd immunity preventing transmission of corona virus variants child protection vaccines,Negative
851,2021-11-24 08:51:36+00:00,a significant effect after the vaccine finished hopefully it s safe url,Positive
852,2021-12-19 03:32:14+00:00,the side effects of the vaccine are really crazy my nutmeg is really dizzy and my hands are really sore even though the vaccine doesn t work,Negative
853,2022-03-07 09:08:32+00:00,the effect after the pfizer booster is sleepy the back of the head is heavy but when i wake up i just type the only thing that feels like pain from the injection it hurts from the st and nd vaccine even though it s not tense it s not a bit strange too wkwk,Negative
854,2021-12-18 13:50:50+00:00,vaccine effect,Negative
855,2021-11-25 00:26:45+00:00,the effect of the astra vaccine dose h body temperature hot sore hands h body temperature drop sore vomiting,Positive
856,2021-11-24 10:15:52+00:00,the effect of the az mayan vaccine,Negative
857,2022-03-07 15:09:04+00:00,the effect of the az booster vaccine is really good the whole body is really sick wkwkwk,Positive
858,2022-03-10 21:09:21+00:00,chills fever self booster vaccine effect,Negative
859,2022-05-21 07:16:38+00:00,booster vaccine effect from vaccine huh,Negative
860,2022-03-10 13:00:35+00:00,the effect of the booster vaccine is really confusing kh,Negative
861,2022-05-19 06:30:01+00:00,the effect of the gin booster vaccine is really good,Positive
862,2022-03-10 13:29:21+00:00,the effect of the arm clock booster vaccine,Negative
863,2022-03-10 09:34:14+00:00,the vaccine effect of the injection sleeve clock booster is really the vaccine effect,Positive
864,2022-05-15 06:32:58+00:00,the effect of the world friday booster vaccine feels like playing when you wake up from sleep,Negative
865,2022-03-10 16:08:31+00:00,booster vaccine effect knp gel gel,Negative
866,2022-03-10 13:06:52+00:00,the effect of the booster vaccine is hungry sleepy and the eyes are really heavy,Negative
867,2022-05-14 10:42:27+00:00,the effect of the booster vaccine is lethargic coh,Negative
868,2022-03-03 13:44:05+00:00,the effect of the booster vaccine is great yes yesterday s vaccine hurts the tooth gel,Positive
869,2022-03-02 19:03:13+00:00,the effect of the vaccine booster mayan hot body hand gel used by injection,Positive
870,2022-05-21 07:02:49+00:00,moderna booster vaccine effect hand headache dizziness fever,Negative
871,2022-03-07 11:43:59+00:00,the effect of the pain booster vaccine is really just moving the arm hurts,Positive
872,2022-05-14 15:53:46+00:00,the effect of the pfizer booster vaccine used by the injection gel for teaching the doctor to sleep is uncomfortable,Negative
873,2022-03-03 00:23:39+00:00,vaccine flavor booster vaccine effect,Negative
874,2022-03-10 23:06:22+00:00,the effect of the booster vaccine on my hand slaps my mother when i laugh,Positive
875,2021-11-24 13:25:48+00:00,the effect of the booster vaccine is hopeless url,Negative
876,2021-12-17 00:50:11+00:00,the effect of the vaccine try to include the composition of the vaccine in the bottle if there is a chemical substance it becomes a poison for the body,Negative
877,2021-12-18 16:01:54+00:00,the effect of the covid vaccine because people who experience mental disorders stress psychological disorders severe relapses forget to be absent-minded wishy-washy times become blank easily lose consciousness sleep easily get stressed,Positive
878,2022-03-02 16:15:31+00:00,the effect of my dose of vaccine is breathless the effect of my dose of vaccine is dizzy i don t know if i give a booster vaccine,Negative
879,2022-03-10 12:18:56+00:00,vaccine effect is like that if it s a booster,Negative
880,2021-11-24 21:48:43+00:00,vaccine effects can t be underestimated,Negative
881,2021-12-16 13:08:06+00:00,vaccine effect not url,Negative
882,2021-11-25 05:24:58+00:00,why does the effect of the vaccine make gel,Negative
883,2021-12-16 11:33:45+00:00,mask vaccine effect,Negative
884,2021-12-18 04:04:52+00:00,the effect of the vaccine is feverish gin heavy head carry on the road feeling dizzy,Negative
885,2021-12-19 04:26:56+00:00,the effect of the metawin vaccine is feverish dear,Negative
886,2021-12-17 08:07:13+00:00,the effect of the week s vaccine on the vaccine huh,Negative
887,2021-12-18 05:49:44+00:00,vaccine effect or not,Negative
888,2021-12-17 08:44:24+00:00,the effect of the vaccine,Negative
889,2021-11-24 05:33:50+00:00,real vaccine effect url,Positive
890,2021-12-17 12:55:19+00:00,the effect of the injection pain vaccine,Negative
891,2021-12-19 01:54:25+00:00,the vaccine effect of the person s hot gel if win is like the effect of the url handler paste,Positive
892,2021-11-24 15:01:33+00:00,the effect of the vaccine using moderna is really great,Positive
893,2021-11-25 04:08:26+00:00,thank god the effect of the vaccine is diligent in cleaning the house,Negative
894,2021-11-25 03:24:17+00:00,the effect of the rodo vaccine is restless bro,Negative
895,2021-12-16 08:02:58+00:00,the effect of the sinovac vaccine is indeed muscle pain isn t it,Negative
896,2021-11-25 03:18:39+00:00,vaccine effect now,Negative
897,2021-12-19 07:47:51+00:00,the effect of the vaccine is difficult to get corona corona detection mild symptoms severe symptoms low living cmiiw,Negative
898,2021-12-18 16:45:40+00:00,win bright vaccine effect gas url,Positive
899,2021-12-19 06:13:28+00:00,vaccine effect win tempel bright ixixi,Positive
900,2021-12-18 17:04:32+00:00,vaccine effect y,Negative
901,2021-12-17 18:33:21+00:00,vaccine effect,Negative
902,2021-12-17 01:44:53+00:00,the effect of the vaccine yes the vaccine is also like that it doesn t have an effect,Negative
903,2021-12-16 16:33:14+00:00,the effect of the vaccine is fever just like immunization etc if you don t eat the nutritional intake is just thinking logically,Positive
904,2021-11-24 14:52:54+00:00,the vaccine effect,Negative
905,2021-12-09 06:12:34+00:00,effective against the omicron variant of the covid vaccine dose pfizer url url,Positive
906,2022-03-03 01:25:31+00:00,the effect of this booster vaccine today is when you wake up in the morning it s heavy on your head,Negative
907,2021-12-19 07:27:02+00:00,hey did you know that vaccines have side effects that make you want to drink,Negative
908,2021-12-16 10:57:02+00:00,eh it s a side effect of the gin vaccine my head feels like it s bursting,Negative
909,2022-05-15 10:11:29+00:00,oh no i just vaccinate or booster how do you do it url,Negative
910,2022-03-10 16:16:04+00:00,hey how s the booster vaccine guys,Negative
911,2022-03-07 06:30:22+00:00,uh i read the news that if there wasn t a booster the vaccine was ordered by dr but i don t know how it was hoax i didn t read it thoroughly aka quickly register,Positive
912,2022-03-10 15:59:23+00:00,oh yeah just search on google which has a booster vaccine but it hasn t been shared yet,Negative
913,2021-12-19 06:13:18+00:00,uh yeah yeah the side effects of the vaccine are gasping bright wkwkwk url,Positive
914,2022-03-08 17:25:09+00:00,eh bro dira booster at least from the vaccine what s up indo how are you,Negative
915,2022-03-07 11:36:00+00:00,eh if i really get a booster vaccine and then explain the booster positive but it counts or not,Positive
916,2022-03-07 12:32:39+00:00,eh if it s a booster vaccine it s different from one vaccine,Negative
917,2022-03-07 11:28:03+00:00,eh really does the booster req get the astrazeneca vaccine the booster one has to choose pfizer,Positive
918,2022-03-10 09:14:57+00:00,uh but it s okay to go forward you two johnjae are not afraid of me you two look at my username already booster vaccine i m not afraid johnjaeee,Positive
919,2022-03-03 20:10:16+00:00,eh i already got a booster vaccine ticket it s cool,Positive
