,Unnamed: 0,timestamp,Tweet,translated_tweet
1022,16374,2022-05-21 05:42:27+00:00,tidak pake duit beli wajib vaksin booster tidak url,"don't use money to buy a booster vaccine, no url"
1023,13894,2022-05-19 05:50:05+00:00,tidak percaya vaksin chipnya percaya vaksin bisnis big pharma tetep kali vaksin ngerasa vaksin tetep tidak booster,"don't believe the chip vaccine, believe in the big pharma business vaccine, every time the vaccine feels like the vaccine is still not a booster"
1024,2031,2021-12-16 04:46:08+00:00,tidak si kalo emang vaksin niat nya loh vaksin cuman ken sembako kalo tidak efek samping mah alhamdulillah kalo harga nyawa batas harga sembako gitu,"No, if it's really a vaccine, the intention is that the vaccine is only for groceries. If there are no side effects, thank God, if the price of life is like that, the price limit for groceries is like that."
1025,8002,2022-03-10 12:12:14+00:00,tidak wajib nder vaksin booster aja biar klo kena covid tidak sampe gejala berat,It's not mandatory to get a booster vaccine so that if you get covid you don't have severe symptoms
1026,7164,2022-03-07 09:06:11+00:00,tidakuat sm vaksin booster,not strong with booster vaccine
1027,259,2021-11-23 15:59:50+00:00,galau gegara mamah gamau vaksin keukeuh usut dibilangin warga gausah cenah sakit ku ttapi cerita kipi moderna wkwkwk magrib de cetak kartu vaksin mana nyak aheuy kitu atuh wkwk hamdallah,"I'm confused because mom doesn't want a vaccine, I insist on investigating it, residents say, don't worry about my illness, but the story of Kipi Moderna wkwkwk in the evening, where did you print the vaccine card?"
1028,4970,2022-03-02 10:57:26+00:00,galau moderna vs pfizer pilih pfizer booster harap kipi nya tidak parah kipi nya tetep asa banget ngilu sampe sakit kepala karena vaksin gue az,confused moderna vs pfizer choose pfizer booster hope the kipi isn't that bad the kipi is still so desperate it hurts until I get a headache because of my vaccine az
1029,4646,2022-03-03 06:35:43+00:00,galau vaksin booster jogja jakarta,"confused about booster vaccine, jogja jakarta"
1030,1260,2021-12-18 16:28:08+00:00,gamau buka wa notifnya gue matiin pusing abis sudah pms day efek vaksin geh rasa dah omel omel ya,"I don't want to open the notification, I turn off the dizziness, it's already PMS day, the effect of the vaccine, I feel like I'm being scolded"
1031,3265,2022-01-09 13:01:27+00:00,gamelok vaksin booster tapi lok muntah gara perio hmm ga kaget,gamelok booster vaccine but lok vomits because of perio hmm not surprised
1032,2462,2021-12-15 12:30:58+00:00,gandeng tiga siap hadiah magnet tari terima vaksin url,cooperate with three ready to give a dance magnet to receive a vaccine url
1033,22,2021-11-25 06:35:44+00:00,gang sersan seru santai lepas penat spa salon manjain pokok nya pilih nya gang anak sehat mana dibutuhin sakit dokter yang keluh sehat juga daftar vaksin loh,"Sergeant gang, fun relaxing, relaxing, relaxing, relaxing, spa salon, spoiling the main thing, choosing an alley for healthy children, where do you need a doctor who complains that you are healthy and also register for vaccines?"
1034,5043,2022-03-02 17:21:26+00:00,gang sinovac tu last date ambik booster status tukar vaksinasi lentidakap kkm eot patut url,gang sinovac tu last date take booster status exchange vaccination complete kkm eot worth url
1035,3284,2022-01-09 12:10:03+00:00,ganjar gelar vaksinasi booster januari tunggu perintah stok vaksin sedia url,"rewarded January booster vaccination, waiting for vaccine stock orders to be ready url"
1036,3248,2022-01-09 13:45:22+00:00,ganjar pranowo tungu putus resmi perintah pusat kait vaksin booster wilayah jaw ganjarpranowo url,"gangar pranowo awaits the official decision of the central government regarding the booster vaccine for the jaw region, gangarpranowo url"
1037,284,2021-11-23 03:16:15+00:00,gantung kalo orang dukung partailalu partai dukung vaksintapi orang ngga dukung vaksin ya ngga kena dosa kalo yang kipi gitu aja ngga masukin logika mas ampun dah,"it's okay if people support funny parties, parties support vaccines but people don't support vaccines, it's not a sin if the one who cheats doesn't enter into logic, bro, sorry"
1038,1808,2021-12-16 15:40:45+00:00,gantung kayak pii org beda efek ga efek vaksin,hanging like pii people have different effects or not vaccine effects
1039,2204,2021-12-18 08:28:37+00:00,gantung kondisi badan nan vaksin demam minggu ga turun kasur vaksin tiga ngantuk gel tangan belah kiri,hang up the body condition after the week fever vaccine didn't go down the vaccine bed three sleepy left hand gel
1040,16318,2022-05-21 10:46:18+00:00,gantung univ nya nin kmrn gua ipb klo sudah vaksin kali tapii belum booster ttapi antigen,"hang up the univ today, I'm ipb when it's been vaccinated but it's not a booster but it's antigen"
1041,7303,2022-03-07 06:25:07+00:00,gantung vaksin nya kakkk ati ati aja kemarin denger berita yang udah kadaluarsa cek cek aja kalo booster kakk,"Hang up the vaccine, bro, just be careful yesterday when I heard the news that it had expired, just check it and check if it's a booster bro"
1042,16418,2022-05-21 03:49:15+00:00,gapapa kak biasanyanuntuk vaksin f kak umur depan f besok kalo anabulnya vaksin booster f lg f kak,"it's okay, sis, usually for the f vaccine, if you are in the future, f tomorrow if there is a booster vaccine f lg f sis"
1043,15841,2022-05-20 01:52:44+00:00,gapapa kayak perlu administrasi vaksin booster kak,Is it okay like you need a booster vaccine administration sis
1044,16305,2022-05-21 11:26:06+00:00,gaperlu antigen tuh kalo sudah vaksin ya jagajaga max booster ya java jazz festival url,"You don't need an antigen, if you have the vaccine, take care of the max booster, yes, java jazz festival url"
1045,12134,2022-05-17 01:23:31+00:00,gara gara booster faskes dekat kemaren gue jadi sadar faskes indonesia managementnya messed up banget ya ga tau gitu gue booster swasta kaya vaksin maren,"Because of the health facility booster near yesterday, I realized that the Indonesian health facility management was really messed up, didn't you know that, I got a private booster like yesterday's vaccine"
1046,5609,2022-03-09 15:50:48+00:00,gara vaksin booster nih gue tepar kaga pegang hp tinggal byk bangett dah,"Because of this booster vaccine, I can't hold my cellphone, there's just too much left"
1047,105,2021-11-25 06:59:48+00:00,gatakut gue sudah vaksin maju lo keper url,"I'm not afraid I've been vaccinated, you're looking for the url"
1048,7458,2022-03-10 23:38:34+00:00,gatau deh neng ngga takut aja udah vaksin sampe booster positif covid,"I don't know, I'm not afraid, I've been vaccinated until the booster is positive for Covid"
1049,4737,2022-03-03 04:23:06+00:00,gatau mana tapi aplikasi jaki info jadwal vaksin booster sudah lentidakap deeh coba cek sempet ngecek juga nyari booster aplikasi ituu,"I don't know where, but the application for information on the booster vaccine schedule is complete, let's try to check it, check it, also look for the booster application"
1050,8101,2022-03-10 11:08:02+00:00,gatau nder belum vaksin booster pake moderna aja sampe demam minggu,"I don't know, I haven't had a booster vaccine yet, I just used moderna until I got a week's fever"
1051,786,2021-12-20 09:27:56+00:00,gawat studi singapura efektifitas vaksin sinovac atas covid rendah,"The Singapore study is critical, the effectiveness of the Sinovac vaccine against Covid is low"
1052,13896,2022-05-19 05:49:42+00:00,gebyar vaksin booster buka url,gebyar booster vaccine open url
1053,14012,2022-05-19 03:24:53+00:00,gebyar vaksin buka booster vaksin jenis vaksin astra zeneca pfizer alun alun kota bekas url,gebyar vaccine open vaccine booster type of vaccine astra zeneca pfizer former town square url
1054,3657,2022-01-08 15:27:07+00:00,gegara nengok tiktoknya uji scroll eh nemu sound boosternya ochi bikin lucu isi konten vaksin booster,"after looking at tiktok, scroll test, uh, found the sound booster, ochi makes it funny the contents of the booster vaccine"
1055,4598,2022-03-03 07:29:07+00:00,geh vaksin booster eh anget nih badan saka mampet idungnya hahahaha,"geh booster vaccine, it's so hot, my body is clogged with my nose hahahaha"
1056,7226,2022-03-07 07:51:17+00:00,gejala nih after vaksin booster,These are the symptoms after the booster vaccine
1057,7524,2022-03-10 19:31:52+00:00,gejot vaksinasi booster binda target serta vaksin purbalingga purbalingga url,booster vaccination booster binda target and purpuringga purulingga vaccine url
1058,10758,2022-05-14 03:02:27+00:00,gel abis vaksin booster fyuh,the gel after the booster vaccine fyuh
1059,15815,2022-05-20 02:24:27+00:00,gel banget efek vaksin booster,really gel booster vaccine effect
1060,8264,2022-03-10 09:30:28+00:00,gel habis vaksin booster varian moderna sdhnya kena gabog tangan kiri bekas vaksin jadi kek bentidakak gt,"The gel finished with the booster vaccine, the moderna variant, the left hand from the vaccine has been lost so it looks like it's a bitch"
1061,7410,2021-11-24 11:16:40+00:00,gel suntik efek vaksin,Vaccine effect injection gel
1062,2944,2021-12-15 23:21:03+00:00,gelombang efek kipi vaksin yang udah vaksin aja,the wave of the vaccine kipi effect that has been vaccinated
1063,5073,2022-03-02 06:59:53+00:00,genap minggu cucuk booster st nd dose sinovac rd pfizer unfortunately im still alive xde side effect langsung nothin at all but on the positive side sape takut campur vaksin xnak ambik vaksin takut mati tu pergi la ambik insayaaallah takde pape url,even week give booster st nd dose sinovac rd pfizer sadly im still alive xde side effect nothin at all but on the positive side i'm afraid to mix vaccine xnak ambik vaccine afraid to die it's gone la ambik insyaaallah no pape url
1064,2777,2021-12-17 08:28:38+00:00,gencar rakyat suruh vaksin kipi cepat tanggap donk enak aja kalean,"people are aggressively asking the Kipi vaccine to respond quickly, don't worry, it's good, okay?"
1065,8337,2022-03-10 08:48:55+00:00,gengs kalo booster vaksin bandung mana aja yaa ktapi non bandung,It's prestige that any Bandung vaccine booster has a non-bandung ID card
1066,158,2021-11-25 06:54:02+00:00,gera tni-polri forkopimda kab lampung buka gerai vaksinasi gratis masayaarakat puskesmas camat kab lampung kamis november ayooo vaksin gerai vaksinasi dekat wilayah url,TNI-Polri gera Forkopimda Lampung Regency opens a free vaccination booth for the community Public Health Center sub-district Lampung Regency Thursday november Come on vaccine vaccination booth near the area of ​​​​URL
1067,17221,2021-11-24 03:56:39+00:00,gerai vaksin masal sedia jenis vaksin sinovac astrazeneca pfizer dosis balai desa santidakanurip kec cigandamekar kab kuningan kamis november s d selesai gratis url,mass vaccine outlets available Sinovac vaccine type astrazeneca pfizer dose of village hall santakanurip sub-district cigandamekar Kuningan thursday november to finish free url
1068,4369,2022-03-03 13:03:06+00:00,gerai vaksin merdeka polres magetan gelar vaksinasi dosis booster camat plaosan url,"Independent vaccine booth, Magetan police hold booster dose vaccination, Plaosan sub-district url"
1069,4367,2022-03-03 13:03:32+00:00,gerai vaksin merdeka polres magetan gelar vaksinasi dosis booster camat plaosan via polres madiun url,Independent vaccine booth Magetan police hold booster dose vaccination of Plaosan sub-district via Police Madiun url
1070,10588,2022-05-14 06:06:33+00:00,gerai vaksin polres banjar laksana palayanan vaksinasi dosis booster sabtu ayo warga masayaarakat kabupaten banjar ikut vaksinasi langsung gerai vaksin klinik polres banjar puskesmas dekat url,"Banjar Polres Vaccine booth is like a booster dose vaccination service Saturday, Come on, Banjar Regency residents will participate in direct vaccination, Banjar Police Clinic Clinic Vaccine booth, Public Health Center near url"
1071,7869,2022-03-10 13:25:31+00:00,gerai vaksin polri ada vaksinasi covid booster jumat maret lapang futsal andika parit masigi desa sungai ambawang kuala url,"The National Police Vaccine booth has a covid booster vaccination Friday, March, Futsal Field, Andika Parit Masigi, Sungai Ambawang Village, Kuala url"
1072,14044,2022-05-19 02:53:37+00:00,gerai vaksin polsek benda jl halim perdana kusuma jurumudi kamis layan vaksinasi dosis booster jenis sinovac astrazeneca jam layan s d wib ayovaksin kesehatanpulihekonomibantidakit url,"Vaccine booth at Benda Police Station, Jl. Halim Perdana, Kusuma Jumudi, Thursday, provides booster dose vaccination, type of Sinovac Astrazeneca, Service Hours to Wib."
1073,15785,2022-05-20 03:07:33+00:00,gerai vaksin polsek benda jl halim perdana kusuma jurumudi layan vaksinasi dosis booster jenis sinovac astrazenec jum at jam layan s d wib ayovaksin kesehatanpulihekonomibantidakit url,"Vaccine booth at Benda Police Station Jl. Halim Perdana Kusuma Driver provides booster dose vaccination, type of Sinovac Astrazenec, Friday at service hours to Wib."
1074,12106,2022-05-17 02:36:23+00:00,gerai vaksin polsek benda jl halim perdana kusuma jurumudi layan vaksinasi dosis booster jenis sinovac astrazeneca layan s d wib ayovaksin kesehatanpulihekonomibantidakit url,"Vaccine booth at Benda Police Station, Jl. Halim Perdana, Kusuma, Driver, vaccination, booster dose, type of Sinovac, Astrazeneca, Service s."
1075,16392,2022-05-21 04:37:09+00:00,gerai vaksin polsek benda jl halim perdana kusuma jurumudi layan vaksinasi dosis booster jenis vaksin sinovac astrazeneca sabtu jam layan s d wib ayovaksin kesehatanpulihekonomibantidakit url,"Vaccine booth at Benda Police Station, Jl. Halim Perdana, Kusuma, Driver, provides vaccination, booster dose, type of vaccine, Sinovac Astrazeneca, Saturday, service hours, to Wib."
1076,4527,2022-03-03 09:12:26+00:00,gerai vaksin warga camat kutowinangun vaksinasi covid vaksin vaksin booster buka gerai vaksin catat jumat maret s d puskesmas kutowinangun salam sehat url,"vaccine booth for residents of the sub-district of Kutowinangun covid vaccination vaccine booster vaccine open vaccine booth Record Friday, March s d Kutowinangun Public Health Center greetings healthy url"
1077,15751,2022-05-20 04:10:17+00:00,gerai vaksinasi polsek tangerang lobby rintis mall tangcity layan silah warga vaksin primer booster jenis vaksin sinovac astrzeneca tunggu url,Tangerang Police Sector Vaccination booth Lobby Rintis Mall Tangcity Serves Silah Residents Primary Vaccine Booster Type of Vaccine Sinovac Astrzeneca Wait url
1078,7785,2022-03-10 14:27:49+00:00,gess koe wes vaksin booster rung hurung og,gess koe wes rung hurung booster vaccine og
1079,5058,2022-03-02 10:08:48+00:00,giat ink warga aku antusias ikut vaksinasi usia lansia vaksin tiga booster sentra vaksinasi sedia vaksin sinovac dosis vaksin pfizer dosis tiga booster url,"active ink, citizens, I am enthusiastic about participating in vaccinations for the elderly, triple booster vaccine, vaccination center ready for sinovac vaccine, pfizer vaccine, triple booster dose, url"
1080,69,2021-11-25 06:30:35+00:00,giat vaksinasi covid dikmas lantas himbauan protokol sehat sosialiasi glorifikasi download aplikasi peduli lindung bagi masker serta vaksin lurah padukuhan kraton rangma ops zebra candi url,"Actively vaccinating Covid Dikmas, then appeals for healthy protocols, socialization, glorification, download the protective care application for masks and vaccines for the village head, Padukuhan Kraton, Rangma Ops, Zebra Temple, URL"
1081,14043,2022-05-19 02:54:17+00:00,giat vaksinasi dosis booster lokasi mall ciputra cibubur jenis vaksin astrazenecamoderna pfizer humaspolri humasmabespolri poldametrojaya divhumaspolri kapolrilistyosigitapirabowo halopolisi url,active vaccination booster dose at Ciputra Mall Cibubur vaccine type astrazenecamoderna pfizer humaspolri humasmabespolri poldametrojaya divhumaspolri kapolrilistyosigitapirabowo halopolisi url
1082,8018,2022-03-10 12:01:44+00:00,giat vaksinasi kali ikut warga bina pegawai rincian vaksin dosis wbp vaksin dosis tiga booster wbp pegawai url,"Actively vaccinating times, participating in the development of employees, details of WBP vaccine, triple dose, booster, WBP, employee, url"
1083,7165,2022-03-07 09:05:25+00:00,giat warga bina terima vaksin dosis serta giat taudarikepripedia url,actively assisted residents receive dosed vaccines and active taudi kepripedia url
1084,7254,2022-03-07 07:17:34+00:00,gibran positif covid vaksin booster url,gibran positive for covid vaccine booster url
1085,7224,2022-03-07 07:55:24+00:00,gila efek booster vaksin langsung lemes sebadan-badan,crazy the booster effect of the vaccine instantly feels weak all over the body
1086,15754,2022-05-20 04:03:53+00:00,gila efek vaksin booster demam kepala pusing badan gel nyeri,crazy fever booster vaccine effect head dizziness body pain gel
1087,1160,2021-12-19 11:50:55+00:00,gila nama pandemik usaha farmasi tebar takut diaminin pimpin dunia milik farmasi ogah vaksin dgn paksa rezim hrs vaksin efek manusia milik farmasi kaya raya,"crazy, the name of the pandemic, the pharmaceutical business spreads fear, is guaranteed to lead the world owned by pharmacy, refuse to force vaccines, the regime must have vaccines, human effects, owned by the pharmaceuticals of the rich"
1088,16316,2022-05-21 10:49:48+00:00,gila nih gue abis vaksin booster ngantuk terus,"I'm crazy after the booster vaccine, I'm always sleepy"
1089,7586,2022-03-10 17:01:36+00:00,gila oyy tangan gel bener untung ga demam meriang or mual sih salut banget sih ama orangtua gw vaksin booster az kaga efek cm gel dikit aja pas booster az dd gw udah tumbang ga enak badan,"crazy oyy the gel hand is really good luckily I don't have a fever or nausea, I really salute my parents, the az booster vaccine doesn't have a little effect when the az dd booster is down, I'm not feeling well"
1090,6852,2022-03-07 15:26:13+00:00,gila sih kemeng nya vaksin booster,it's crazy to have booster vaccines
1091,9118,2022-03-09 14:05:37+00:00,gilaaa efek vaksin booster ga enak banget,It's crazy the effect of the booster vaccine isn't really good
1092,13737,2022-05-19 10:08:46+00:00,gilir gue sudah booster barusan ni atur kereta yang blg kalo vaksin gausah antigen ama pcr url,It's my turn to have a booster just now.
1093,15846,2022-05-20 01:45:40+00:00,gilir udah booster kereta ga antigen vaksin url,it's already the turn for the car booster and vaccine antigen url
1094,16363,2022-05-21 06:37:52+00:00,gimana demam vaksin az yang meriang yang tidak gejala booster moderna tidak gejala,"how is the fever of the az vaccine which has no symptoms, booster moderna has no symptoms"
1095,2067,2021-11-25 04:59:26+00:00,gimana klo vaksin suntikin aja org bpom keluarga nye sbg testertgg klo aman masayaarakt,"what if the vaccine is just injecting the family bpom person as a tester, if it's safe, the community"
1096,17418,2021-11-28 12:53:04+00:00,gimana mudah sohib ayo follow informasi dasar data fakta indonesiabaik yangmudasukadata edukasiinformasi vaksin vaksinasi sertifikat pedulilindungi chatbot ayopakaimasker ayosegeravaksin covid kominfonewsroom url,"how easy is it, friend, let's follow basic information, Indonesian facts, good and young, education data, vaccine information, vaccination, certificate, care, protect the chatbot, let's use masks, let's get vaccines, covid kominfonewsroom url"
1097,6800,2022-03-07 18:24:53+00:00,gimana udah booster ln website url register vaksin bukti screenshot bawah url,how about booster ln website url vaccine register proof screenshot below url
1098,4844,2022-03-03 01:30:02+00:00,gin orang vaksin booster bangga banget karena belum vaksin moga aja ama keluarga ga senggol tuh covid biar paham,"gin the booster vaccine people are very proud because they haven't been vaccinated, I hope the family doesn't touch covid so they understand"
1099,4270,2022-03-03 14:50:29+00:00,gin yaa rasany abis vaksin booster,This is how it feels after the booster vaccine
1100,6953,2022-03-07 13:03:54+00:00,gin yang vaksin booster maleh pikir takut yang kadaluarsa,The gin who has the booster vaccine is afraid of the expiration date
1101,1263,2021-12-18 15:59:58+00:00,tidak hypee yonkk dluu maap ya sayaangg lg demam efek vaksin pagi doa sehat sinar karirnya dgn selamat katusa happy level up day kang younghyun happy yountidak day,no hypee yonko first sorry yes dear lg fever morning vaccine effect prayer healthy rays of career safely katusa happy level up day kang younghyun happy youn no day
1102,1291,2021-12-18 12:16:00+00:00,tidak ngegoblokiin unvaxklo lo udah vaksin apalgi booster selamat mananti jadwal sakit mati dalam kurun yang tidak lagiefek paksin detik dri suntik paksin smp beberp url,"don't block unva, if you've already vaccinated, what's more, a booster, congratulations, wait for the schedule to die in a period that no longer has the effect of paksin seconds from injecting paksin junior high school, some url"
1103,14118,2022-05-19 02:17:44+00:00,tidakb vaksin booster mall ga ya,no booster mall vaccine huh?
1104,6950,2022-03-07 13:07:58+00:00,gokar info vaksin booster gais mana yaa trus tuh free ga sihhh,"Gocar info on which line booster vaccine, so it's free or not"
1105,10501,2022-05-14 07:44:54+00:00,gokar info vaksin booster karawang,gokar booster vaccine info karawang
1106,13982,2022-05-19 03:56:56+00:00,gokar info vaksin booster teman terima kasih,"gokar booster vaccine info, friends, thank you"
1107,12114,2022-05-17 02:22:20+00:00,gokar puskesmas wirasaba cikampek vaksin booster ga info dongg guys sender vaksin tapi gatau mana huhu,"Go-kart at Wirasaba Health Center, Cikampek, booster vaccine, no info, guys, send the vaccine but don't know where huhu"
1108,7646,2022-03-10 16:05:49+00:00,gokar yang udah vaksin booster gimana pren efek gitu,"Gocar, which has been vaccinated with a booster, how is that effect?"
1109,7311,2022-03-07 06:08:16+00:00,gomen yaaah loui vaksin booster emang rada km fuckkk,gomen yaaah loui booster vaccine is really a bit of a fuckkk
1110,2025,2021-12-16 04:51:21+00:00,google investasi astrazeneca aja berita ttg efek samping vaksin ga nongol search engine,"Google invests Astrazeneca, news about vaccine side effects doesn't show up on search engines"
1111,8050,2022-03-10 11:35:52+00:00,got az booster dose today alhamdulillah vaksin tiga tested positive mari god is good,got az booster dose today alhamdulillah three tested positive vaccines let's god is good
1112,4907,2022-03-02 19:02:13+00:00,got fever smlm tu badan sakit gila lidah nya mcm kering kebas doc mild fever curious ada booster kesan also my gf demam sikit sbb sharing same plate but dah booster and the vaksin is actually didnt bring side effect mybe gantung orang kot,"got fever that night, the body is crazy, his tongue is dry and numb, doc mild fever curious, there is a booster, the impression is also my gf has a little fever because sharing the same plate but the booster and the vaccine is actually didnt bring side effect mybe"
1113,4776,2022-03-03 03:30:37+00:00,gotix sentra vaksinasi booster senayan park jakarta tanggal februari maret usia udah dpt notifikasi vaksin booster pedulilindungi langsung registrasi gotix ya klik url vindes vindesads url,"gotix booster vaccination center, senayan park, jakarta, february march age, already received notification of booster vaccine careprotect direct gotix registration yes click url vindes vindesads url"
1114,1215,2021-12-19 04:34:21+00:00,gpp emg efek samping vaksin kyk gitu mending istirahat makan,"It's okay to have vaccine side effects like that, it's better to take a break from eating"
1115,4183,2022-03-03 17:42:35+00:00,gpp ul abis booster gue untung tidak demam ya tau yah abis vaksin tuh kayak baal tuh tangan,"Gpp ul after my booster luckily I don't have a fever, you know, after the vaccine, my hands feel numb"
1116,15793,2022-05-20 02:58:58+00:00,grgr sudah kali vaksin pingsan booster gue vaksin ugd anjing lemah banget badan gue,"grgr, the vaccine has passed out, my booster is the emergency vaccine for dogs, my body is really weak"
1117,1736,2021-12-17 04:08:32+00:00,group kelas mati chat obrol walikelas dah ngobrol mmg sgt paksa vaksin walikelas anak ikut snap wa yang lawan mandatory vaksin anti vaksin covid anak karena share efek buruk micin c,"dead class group chat, homeroom chat, already chatting, really forced the homeroom vaccine for children to join snap wa, which is against the mandatory anti-covid vaccine for children because they share the bad effects of micin c"
1118,5346,2022-03-09 18:29:28+00:00,gtw kalo rita si nder kalo pas tugas vaksin jenis tapi gantung vaksin berapa kyk az booster,gtw if rita si nder when on duty what kind of vaccine but hanging the vaccine how much is az booster
1119,7241,2022-03-07 07:32:31+00:00,gua booster nama vaksin,Vaccine name booster cave
1120,6242,2022-03-08 12:22:20+00:00,gua gatau pear dapet vaksin booster t t,I don't know pear gets a booster vaccine t t
1121,2311,2021-12-17 01:58:45+00:00,gua mundur belum vaksin tiga,I'm back I haven't vaccinated three yet
1122,10358,2022-05-14 11:52:10+00:00,gua nungguin efek samping vaksin booster ko ga muncul muncul anjir kaya yang laen pd lgsg muncul dah gel doang,"I'm waiting for the side effects of the booster vaccine, how come it doesn't show up, a yeast like the other one appears immediately, it's just a gel"
1123,16327,2022-05-21 10:02:16+00:00,gua pas ramadhan kemarin minggu abis strip demam gigil efek abis vaksin booster abis udah ga konsumsi coba cek dokter nder takut sebab kasi ginjal,"I was in Ramadan last week, after the strip, the fever was chills, the effect of the booster vaccine, after I didn't take it, I tried to check with the doctor, I'm scared because I gave my kidneys"
1124,6803,2022-03-07 17:46:47+00:00,gua rencana nya jam pagi vaksin booster tapi jam malem gua bangun aneh banget gua,I planned to have a booster vaccine in the morning but at night I woke up really weird
1125,7317,2022-03-07 05:58:25+00:00,gua susah cari vaksin booster vaksin gua sinopharm,I'm having a hard time finding a booster vaccine for my sinopharm vaccine
1126,12020,2022-05-17 04:59:29+00:00,gua udah vaksin booster,I've had the booster vaccine
1127,4773,2022-03-03 03:33:01+00:00,gua vaksin booster jadi tunda deh karna sempet positif,"I got the booster vaccine, so I'm postponing it because it's positive"
1128,10423,2022-05-14 09:51:43+00:00,gua yang belum vaksin booster be like,"I haven't had the booster vaccine yet, be like"
1129,2632,2021-12-19 05:36:33+00:00,gudang vaksin bakar demomstran anti mandatori kali kipi korban url,Vaccine warehouse burns anti-mandatory demonstrators Kali Kipi victim url
1130,6936,2022-03-07 13:27:26+00:00,gue abis booster ga ngerasa knp knp sih jangab vaksin w kosong,"After I finished the booster, I don't feel why I don't have the vaccine W is empty"
1131,8280,2022-03-10 09:19:04+00:00,gue abis vaksin booster haha nyeri ajuga,I finished the booster vaccine haha ​​it hurts too
1132,10136,2022-03-08 06:39:31+00:00,gue abis vaksin booster tapi antri bareng sm mas gt duduk sllu samping karena alur antri bntuk ular sistem duduk-berdiri jadi gue pisah sm tmen gue temen gue yang depan ajar gue diledekin terus ajuga karena brdua terus sm mas begooo malu ajuga,"I got the booster vaccine but I queued up together with my sm, mas gt sat all the way to the side because the queue line was a snake with a sitting-standing system, so I separated from my friend, my friend in front of me taught me to be teased, too, because the two of them kept on going, mas, you're just too shy"
1133,7304,2022-03-07 06:23:49+00:00,gue az musti jeda revisi pedulindungi aja vaksin gue langsung dapet tiket booster app langsung daftar ki url,"I just have to pause the revision, just take care of the vaccine, I immediately get a booster app ticket, I register directly with the URL"
1134,7428,2021-11-24 07:11:51+00:00,gue bingung ngantuk efek vaksin emang gue ngantukan ya,"I'm confused about the effect of the vaccine, am I really sleepy?"
1135,7332,2022-03-07 05:44:02+00:00,gue cwk vaksin booster lo,I'm your cwk booster vaccine
1136,5078,2022-03-02 05:37:14+00:00,gue dapet booster pfizer dosis pake sinovac kombinasi gue tidak hapal tidak salah astra boosternya pfizer kalo moderna pfizer boosternya astra,"I got a pfizer booster dose using a sinovac combination, I don't remember it's not wrong, the Astra booster is pfizer, the Pfizer booster is modern, the Astra booster"
1137,7154,2022-03-07 09:18:39+00:00,gue ken vaksin booster males banget dah,"I got the booster vaccine, I'm really lazy"
1138,4194,2022-03-03 17:02:55+00:00,gue nyari vaksin booster mana ya puasaa,"I'm looking for a booster vaccine, where are you fasting?"
1139,7915,2022-03-10 12:52:28+00:00,gue pede banget ngajakin temen gue vaksin booster suntik gue keringet dingin,"I'm really excited to invite my friends to get a booster vaccine, I'm sweating cold"
1140,4351,2022-03-03 13:19:33+00:00,gue pikir az udah mantep kipinya sampe kemarin pas booster selow pas tau vaksin pfizer dosis aja gila sih kipinya,I thought Az had his kipi steady until yesterday when the booster went down when he found out the dose of pfizer vaccine was crazy.
1141,16267,2022-05-21 15:19:47+00:00,gue sakit habis vaksin booster,I'm sick after the booster vaccine
1142,16372,2022-05-21 05:56:50+00:00,gue sedih banget wkwkwk sampe skarenag sinovac ga aku jpg jadi wlopun uda vaksin booster tetep karantina minggu,"I'm really sad, until because of Sinovac, I don't have a jpg, so even if I have the booster vaccine, I'm still quarantined for a week"
1143,1794,2021-12-16 17:05:41+00:00,gue tau efek vaksin covid bener cegah ga kena tadi ketemu senior w yang abis kelar karantina adeknya positif trus bilang adeknya gaperna rumah senior gue yang bawa virus ga positif,"I know that the effect of the covid vaccine is really preventing it from getting hit. I met senior w who was finished with quarantine, his sister was positive and then she said her sister wasn't at home, my senior who brought the virus wasn't positive"
1144,11121,2022-05-15 10:19:15+00:00,gue vaksin booster ga ngapain,I'm not doing a booster vaccine
1145,8297,2022-03-10 09:08:16+00:00,gue vaksin booster kaga meriang rebut co coldcup meriang brengsek,"I got a booster vaccine, didn't you get feverish, I took the cold cup, you're a jerk"
1146,4509,2022-03-03 09:42:06+00:00,gue vaksin ngga badan booster pecah banget gue rasain badan gel kepala sakit pusing tenggorok sakit meriang,"I didn't get the vaccine, the booster body broke, I felt the gel body, headache, headache, sore throat, chills"
1147,4236,2022-03-03 15:31:43+00:00,guna vaksin booster mood booster,use a mood booster booster vaccine
1148,15786,2022-05-20 03:05:41+00:00,guna vaksin booster upaya kembali imunitas tubuh proteksi klinis turun,"use a booster vaccine to restore the body's immunity, clinical protection goes down"
1149,1087,2021-12-20 02:56:34+00:00,guna vaksin sinovac usia lapor kipi yang serius vaksin kipi vaksin anak nyeri tempat sunti mual demam url,use sinovac vaccine age report kipi serious kipi vaccine child vaccine pain injection site nausea fever url
1150,7844,2022-03-10 13:50:51+00:00,guys emg vaksin booster bagus pfizer drpd astra w d d sinovac bsk jadwal booster dosis astra yang stok tapi temen bnyak yang gamau ktnya bagus pfizer ak jadi ragu,"guys, really good booster vaccine, pfizer instead of astra w d d sinovac, bsk schedule for booster dose of astra that is in stock but many friends don't want it, pfizer is good, I'm so doubtful"
